Date,SP500
8/16/2018 16:00,2831.44
8/17/2018 16:00,2838.32
8/20/2018 16:00,2853.93
8/21/2018 16:00,2861.51
8/22/2018 16:00,2860.99
8/23/2018 16:00,2860.29
8/24/2018 16:00,2862.35
8/27/2018 16:00,2884.69
8/28/2018 16:00,2901.45
8/29/2018 16:00,2900.62
8/30/2018 16:00,2908.94
8/31/2018 16:00,2898.37
9/4/2018 16:00,2896.96
9/5/2018 16:00,2891.59
9/6/2018 16:00,2888.64
9/7/2018 16:00,2868.26
9/10/2018 16:00,2881.39
9/11/2018 16:00,2871.57
9/12/2018 16:00,2888.29
9/13/2018 16:00,2896.85
9/14/2018 16:00,2906.38
9/17/2018 16:00,2903.83
9/18/2018 16:00,2890.74
9/19/2018 16:00,2906.6
9/20/2018 16:00,2919.73
9/21/2018 16:00,2936.76
9/24/2018 16:00,2921.83
9/25/2018 16:00,2921.75
9/26/2018 16:00,2916.98
9/27/2018 16:00,2911.65
9/28/2018 16:00,2910.03
10/1/2018 16:00,2926.29
10/2/2018 16:00,2923.8
10/3/2018 16:00,2931.69
10/4/2018 16:00,2919.35
10/5/2018 16:00,2902.54
10/8/2018 16:00,2877.53
10/9/2018 16:00,2882.51
10/10/2018 16:00,2873.9
10/11/2018 16:00,2776.87
10/12/2018 16:00,2770.54
10/15/2018 16:00,2763.83
10/16/2018 16:00,2767.05
10/17/2018 16:00,2811.67
10/18/2018 16:00,2802
10/19/2018 16:00,2775.66
10/22/2018 16:00,2773.94
10/23/2018 16:00,2721.03
10/24/2018 16:00,2737.87
10/25/2018 16:00,2674.88
10/26/2018 16:00,2667.86
10/29/2018 16:00,2682.65
10/30/2018 16:00,2640.68
10/31/2018 16:00,2705.6
11/1/2018 16:00,2717.58
11/2/2018 16:00,2745.45
11/5/2018 16:00,2726.37
11/6/2018 16:00,2738.4
11/7/2018 16:00,2774.13
11/8/2018 16:00,2806.38
11/9/2018 16:00,2794.1
11/12/2018 16:00,2773.93
11/13/2018 16:00,2730.05
11/14/2018 16:00,2737.9
11/15/2018 16:00,2693.52
11/16/2018 16:00,2718.54
11/19/2018 16:00,2730.74
11/20/2018 16:00,2654.6
11/21/2018 16:00,2657.74
11/23/2018 13:00,2633.36
11/26/2018 16:00,2649.97
11/27/2018 16:00,2663.75
11/28/2018 16:00,2691.45
11/29/2018 16:00,2736.97
11/30/2018 16:00,2737.76
12/3/2018 16:00,2790.5
12/4/2018 16:00,2782.43
12/6/2018 16:00,2663.51
12/7/2018 16:00,2691.26
12/10/2018 16:00,2630.86
12/11/2018 16:00,2664.44
12/12/2018 16:00,2658.23
12/13/2018 16:00,2658.7
12/14/2018 16:00,2629.68
12/17/2018 16:00,2590.75
12/18/2018 16:00,2559.9
12/19/2018 16:00,2547.05
12/20/2018 16:00,2496.77
12/21/2018 16:00,2465.38
12/24/2018 13:00,2400.56
12/26/2018 16:00,2363.12
12/27/2018 16:00,2442.5
12/28/2018 16:00,2498.77
12/31/2018 16:00,2498.94
1/2/2019 16:00,2476.96
1/3/2019 16:00,2491.92
1/4/2019 16:00,2474.33
1/7/2019 16:00,2535.61
1/8/2019 16:00,2568.11
1/9/2019 16:00,2580
1/10/2019 16:00,2573.51
1/11/2019 16:00,2588.11
1/14/2019 16:00,2580.31
1/15/2019 16:00,2585.1
1/16/2019 16:00,2614.75
1/17/2019 16:00,2609.28
1/18/2019 16:00,2651.27
1/22/2019 16:00,2657.88
1/23/2019 16:00,2643.48
1/24/2019 16:00,2638.84
1/25/2019 16:00,2657.44
1/28/2019 16:00,2644.97
1/29/2019 16:00,2644.89
1/30/2019 16:00,2653.62
1/31/2019 16:00,2685.49
2/1/2019 16:00,2702.32
2/4/2019 16:00,2706.49
2/5/2019 16:00,2728.34
2/6/2019 16:00,2735.05
2/7/2019 16:00,2717.53
2/8/2019 16:00,2692.36
2/11/2019 16:00,2712.4
2/12/2019 16:00,2722.61
2/13/2019 16:00,2750.3
2/14/2019 16:00,2743.5
2/15/2019 16:00,2760.24
2/19/2019 16:00,2769.28
2/20/2019 16:00,2779.05
2/21/2019 16:00,2780.24
2/22/2019 16:00,2780.67
2/25/2019 16:00,2804.35
2/26/2019 16:00,2792.36
2/27/2019 16:00,2787.5
2/28/2019 16:00,2788.11
3/1/2019 16:00,2798.22
3/4/2019 16:00,2814.37
3/5/2019 16:00,2794.41
3/6/2019 16:00,2790.27
3/7/2019 16:00,2766.53
3/8/2019 16:00,2730.79
3/11/2019 16:00,2747.61
3/12/2019 16:00,2787.34
3/13/2019 16:00,2799.78
3/14/2019 16:00,2810.38
3/15/2019 16:00,2810.79
3/18/2019 16:00,2822.61
3/19/2019 16:00,2840.76
3/20/2019 16:00,2831.34
3/21/2019 16:00,2819.72
3/22/2019 16:00,2844.52
3/25/2019 16:00,2796.01
3/26/2019 16:00,2812.66
3/27/2019 16:00,2819.72
3/28/2019 16:00,2809.4
3/29/2019 16:00,2828.27
4/1/2019 16:00,2848.63
4/2/2019 16:00,2868.24
4/3/2019 16:00,2876.09
4/4/2019 16:00,2873.99
4/5/2019 16:00,2884.16
4/8/2019 16:00,2888.46
4/9/2019 16:00,2886.58
4/10/2019 16:00,2881.37
4/11/2019 16:00,2891.92
4/12/2019 16:00,2900.86
4/15/2019 16:00,2908.32
4/16/2019 16:00,2912.26
4/17/2019 16:00,2916.04
4/18/2019 16:00,2904.81
4/22/2019 16:00,2898.78
4/23/2019 16:00,2909.99
4/24/2019 16:00,2934
4/25/2019 16:00,2928.99
4/26/2019 16:00,2925.81
4/29/2019 16:00,2940.58
4/30/2019 16:00,2937.14
5/1/2019 16:00,2952.33
5/2/2019 16:00,2922.16
5/3/2019 16:00,2929.21
5/6/2019 16:00,2908.89
5/7/2019 16:00,2913.03
5/8/2019 16:00,2879.61
5/9/2019 16:00,2859.84
5/10/2019 16:00,2863.1
5/13/2019 16:00,2840.19
5/14/2019 16:00,2820.12
5/15/2019 16:00,2820.38
5/16/2019 16:00,2855.8
5/17/2019 16:00,2858.6
5/20/2019 16:00,2841.94
5/21/2019 16:00,2854.02
5/22/2019 16:00,2856.06
5/23/2019 16:00,2836.7
5/24/2019 16:00,2832.41
5/28/2019 16:00,2830.03
5/29/2019 16:00,2790.25
5/30/2019 16:00,2786.94
5/31/2019 16:00,2766.15
6/3/2019 16:00,2751.53
6/4/2019 16:00,2762.64
6/5/2019 16:00,2818.09
6/6/2019 16:00,2828.51
6/7/2019 16:00,2852.87
6/10/2019 16:00,2885.83
6/11/2019 16:00,2903.27
6/12/2019 16:00,2882.73
6/13/2019 16:00,2886.24
6/14/2019 16:00,2886.82
6/17/2019 16:00,2889.75
6/18/2019 16:00,2906.71
6/19/2019 16:00,2920.55
6/20/2019 16:00,2949.6
6/21/2019 16:00,2952.71
6/24/2019 16:00,2951.42
6/25/2019 16:00,2945.78
6/26/2019 16:00,2926.07
6/27/2019 16:00,2919.66
6/28/2019 16:00,2932.94
7/1/2019 16:00,2971.41
7/2/2019 16:00,2964.66
7/3/2019 13:00,2978.08
7/5/2019 16:00,2984.25
7/8/2019 16:00,2979.77
7/9/2019 16:00,2965.52
7/10/2019 16:00,2989.3
7/11/2019 16:00,2999.62
7/12/2019 16:00,3003.36
7/15/2019 16:00,3017.8
7/16/2019 16:00,3012.13
7/17/2019 16:00,3005.1
7/18/2019 16:00,2978.87
7/19/2019 16:00,3004.26
7/22/2019 16:00,2981.93
7/23/2019 16:00,2994.74
7/24/2019 16:00,2998.77
7/25/2019 16:00,3016.26
7/26/2019 16:00,3013.25
7/29/2019 16:00,3024.47
7/30/2019 16:00,3007.66
7/31/2019 16:00,3016.22
8/1/2019 16:00,2980.32
8/2/2019 16:00,2943.9
8/5/2019 16:00,2898.07
8/6/2019 16:00,2861.18
8/7/2019 16:00,2858.65
8/8/2019 16:00,2896.21
8/9/2019 16:00,2930.51
8/12/2019 16:00,2907.07
8/13/2019 16:00,2880.72
8/14/2019 16:00,2894.15
8/15/2019 16:00,2846.2
8/16/2019 16:00,2864.74
8/19/2019 16:00,2913.48
8/20/2019 16:00,2919.01
8/21/2019 16:00,2922.04
8/22/2019 16:00,2930.94
8/23/2019 16:00,2911.07
8/26/2019 16:00,2866.7
8/27/2019 16:00,2893.14
8/28/2019 16:00,2861.28
8/29/2019 16:00,2910.37
8/30/2019 16:00,2937.09
9/3/2019 16:00,2909.01
9/4/2019 16:00,2924.67
9/5/2019 16:00,2960.6
9/6/2019 16:00,2980.33
9/9/2019 16:00,2988.43
9/10/2019 16:00,2971.01
9/11/2019 16:00,2981.41
9/12/2019 16:00,3009.08
9/13/2019 16:00,3012.21
9/16/2019 16:00,2996.41
9/17/2019 16:00,2995.67
9/18/2019 16:00,3001.5
9/19/2019 16:00,3010.36
9/20/2019 16:00,3008.42
9/23/2019 16:00,2983.5
9/24/2019 16:00,3002.43
9/25/2019 16:00,2968.35
9/26/2019 16:00,2985.73
9/27/2019 16:00,2985.47
9/30/2019 16:00,2967.07
10/1/2019 16:00,2983.69
10/2/2019 16:00,2924.78
10/3/2019 16:00,2885.38
10/4/2019 16:00,2918.56
10/7/2019 16:00,2944.23
10/8/2019 16:00,2920.4
10/9/2019 16:00,2911.1
10/10/2019 16:00,2918.55
10/11/2019 16:00,2963.07
10/14/2019 16:00,2965.81
10/15/2019 16:00,2973.61
10/16/2019 16:00,2989.68
10/17/2019 16:00,3000.77
10/18/2019 16:00,2996.84
10/21/2019 16:00,2996.48
10/22/2019 16:00,3010.73
10/23/2019 16:00,2994.01
10/24/2019 16:00,3014.78
10/25/2019 16:00,3003.32
10/28/2019 16:00,3032.12
10/29/2019 16:00,3035.39
10/30/2019 16:00,3039.74
10/31/2019 16:00,3046.9
11/1/2019 16:00,3050.72
11/4/2019 16:00,3078.96
11/5/2019 16:00,3080.8
11/6/2019 16:00,3075.1
11/7/2019 16:00,3087.02
11/8/2019 16:00,3081.25
11/11/2019 16:00,3080.33
11/12/2019 16:00,3089.28
11/13/2019 16:00,3084.18
11/14/2019 16:00,3090.75
11/15/2019 16:00,3107.92
11/18/2019 16:00,3117.91
11/19/2019 16:00,3127.45
11/20/2019 16:00,3114.66
11/21/2019 16:00,3108.49
11/22/2019 16:00,3111.41
11/25/2019 16:00,3117.44
11/26/2019 16:00,3134.85
11/27/2019 16:00,3145.49
11/29/2019 13:00,3147.18
12/2/2019 16:00,3143.85
12/3/2019 16:00,3087.41
12/4/2019 16:00,3103.5
12/5/2019 16:00,3119.21
12/6/2019 16:00,3134.62
12/9/2019 16:00,3141.86
12/10/2019 16:00,3135.36
12/11/2019 16:00,3135.75
12/12/2019 16:00,3141.23
12/13/2019 16:00,3166.65
12/16/2019 16:00,3183.63
12/17/2019 16:00,3195.4
12/18/2019 16:00,3195.21
12/19/2019 16:00,3192.32
12/20/2019 16:00,3223.33
12/23/2019 16:00,3226.05
12/24/2019 13:00,3225.45
12/26/2019 16:00,3227.2
12/27/2019 16:00,3247.23
12/30/2019 16:00,3240.09
12/31/2019 16:00,3215.18
1/2/2020 16:00,3244.67
1/3/2020 16:00,3226.36
1/6/2020 16:00,3217.55
1/7/2020 16:00,3241.86
1/8/2020 16:00,3238.59
1/9/2020 16:00,3266.03
1/10/2020 16:00,3281.81
1/13/2020 16:00,3271.13
1/14/2020 16:00,3285.35
1/15/2020 16:00,3282.27
1/16/2020 16:00,3302.97
1/17/2020 16:00,3323.66
1/21/2020 16:00,3321.03
1/22/2020 16:00,3330.02
1/23/2020 16:00,3315.77
1/24/2020 16:00,3333.1
1/27/2020 16:00,3247.16
1/28/2020 16:00,3255.35
1/29/2020 16:00,3289.46
1/30/2020 16:00,3256.45
1/31/2020 16:00,3282.33
2/3/2020 16:00,3235.66
2/4/2020 16:00,3280.61
2/5/2020 16:00,3324.91
2/6/2020 16:00,3344.92
2/7/2020 16:00,3335.54
2/10/2020 16:00,3318.28
2/11/2020 16:00,3365.87
2/12/2020 16:00,3370.5
2/13/2020 16:00,3365.9
2/14/2020 16:00,3378.08
2/18/2020 16:00,3369.04
2/19/2020 16:00,3380.39
2/20/2020 16:00,3380.45
2/21/2020 16:00,3360.5
2/24/2020 16:00,3257.61
2/25/2020 16:00,3238.94
2/26/2020 16:00,3139.9
2/27/2020 16:00,3062.54
